workOrderId,workOrderNo,workOrderStatus,workOrderQuantityPlanned
T10-000632727,T10-000632727,released,10.0
T10-000632727,T10-000632727,released,10.0
T10-000632727,T10-000632727,released,10.0
T10-000632727,T10-000632727,released,10.0
T10-000632727,T10-000632727,released,10.0
T10-000632727,T10-000632727,released,10.0
T10-000632727,T10-000632727,released,10.0
T10-000632727,T10-000632727,released,10.0
T10-000632727,T10-000632727,released,10.0
T20-000964367,T20-000964367,released,20.0
T20-000964368,T20-000964368,released,20.0
T20-000964371,T20-000964371,released,10.0
T20-000964372,T20-000964372,released,10.0
T23-000029418,T23-000029418,released,10.0
T10-000632735,T10-000632735,released,10.0
T10-000632735,T10-000632735,released,10.0
T10-000632735,T10-000632735,released,10.0
T10-000632735,T10-000632735,released,10.0
T20-000964401,T20-000964401,completed,30.0
T20-000964402,T20-000964402,completed,15.0
T20-000964403,T20-000964403,completed,15.0
T20-000964405,T20-000964405,released,15.0
T10-000632752,T10-000632752,released,15.0
T10-000632752,T10-000632752,released,15.0
T20-000964390,T20-000964390,released,15.0
T10-000632751,T10-000632751,released,30.0
T10-000632751,T10-000632751,released,30.0
T20-000964389,T20-000964389,released,30.0
T10-000632749,T10-000632749,released,15.0
T10-000632749,T10-000632749,released,15.0
T10-000632749,T10-000632749,released,15.0
T10-000632749,T10-000632749,released,15.0
T20-000964387,T20-000964387,released,15.0
T20-000964400,T20-000964400,released,15.0
T20-000964399,T20-000964399,released,15.0
T20-000964398,T20-000964398,released,15.0
T20-000964397,T20-000964397,released,30.0
T20-000964395,T20-000964395,released,30.0
T20-000964394,T20-000964394,released,30.0
T20-000964393,T20-000964393,released,30.0
T10-000632747,T10-000632747,released,30.0
T10-000632747,T10-000632747,released,30.0
T20-000964385,T20-000964385,released,30.0
T10-000632746,T10-000632746,released,30.0
T10-000632746,T10-000632746,released,30.0
T10-000632746,T10-000632746,released,30.0
T10-000632746,T10-000632746,released,30.0
T20-000964384,T20-000964384,released,15.0
T10-000632745,T10-000632745,released,15.0
T10-000632745,T10-000632745,released,15.0
T10-000632745,T10-000632745,released,15.0
T20-000964383,T20-000964383,released,15.0
T10-000632744,T10-000632744,released,15.0
T10-000632744,T10-000632744,released,15.0
T10-000632744,T10-000632744,released,15.0
T10-000632744,T10-000632744,released,15.0
T10-000632744,T10-000632744,released,15.0
T20-000964382,T20-000964382,released,15.0
T10-000632743,T10-000632743,released,15.0
T10-000632743,T10-000632743,released,15.0
T20-000964381,T20-000964381,released,15.0
T10-000632742,T10-000632742,released,15.0
T10-000632742,T10-000632742,released,15.0
T20-000964380,T20-000964380,released,15.0
T10-000632741,T10-000632741,released,30.0
T10-000632741,T10-000632741,released,30.0
T10-000632741,T10-000632741,released,30.0
T10-000632741,T10-000632741,released,30.0
T10-000632741,T10-000632741,released,30.0
T10-000632741,T10-000632741,released,30.0
T10-000632741,T10-000632741,released,30.0
T10-000632741,T10-000632741,released,30.0
T10-000632741,T10-000632741,released,30.0
T20-000964379,T20-000964379,released,30.0
T10-000632740,T10-000632740,released,30.0
T10-000632740,T10-000632740,released,30.0
T10-000632740,T10-000632740,released,30.0
T10-000632740,T10-000632740,released,30.0
T20-000964378,T20-000964378,completed,30.0
T10-000632739,T10-000632739,released,30.0
T10-000632739,T10-000632739,released,30.0
T10-000632739,T10-000632739,released,30.0
T10-000632739,T10-000632739,released,30.0
T20-000964377,T20-000964377,released,30.0
T10-000632738,T10-000632738,released,15.0
T10-000632738,T10-000632738,released,15.0
T10-000632738,T10-000632738,released,15.0
T10-000632738,T10-000632738,released,15.0
T10-000632738,T10-000632738,released,15.0
T10-000632738,T10-000632738,released,15.0
T20-000964376,T20-000964376,released,15.0
T10-000632737,T10-000632737,released,30.0
T10-000632737,T10-000632737,released,30.0
T20-000964375,T20-000964375,released,30.0
T10-000632736,T10-000632736,released,15.0
T10-000632736,T10-000632736,released,15.0
T10-000632736,T10-000632736,released,15.0
T10-000632736,T10-000632736,released,15.0
T10-000632736,T10-000632736,released,15.0
T20-000964374,T20-000964374,released,8.0
T20-000964424,T20-000964424,released,6.0
T20-000964423,T20-000964423,released,5.0
T20-000964422,T20-000964422,released,5.0
T10-000632750,T10-000632750,released,30.0
T10-000632750,T10-000632750,released,30.0
T20-000964388,T20-000964388,released,30.0
T20-000964406,T20-000964406,released,15.0
T20-000964404,T20-000964404,released,15.0
T20-000964414,T20-000964414,released,15.0
T10-000632758,T10-000632758,released,15.0
T10-000632758,T10-000632758,released,15.0
T10-000632758,T10-000632758,released,15.0
T10-000632748,T10-000632748,released,15.0
T10-000632748,T10-000632748,released,15.0
T10-000632748,T10-000632748,released,15.0
T10-000632748,T10-000632748,released,15.0
T10-000632748,T10-000632748,released,15.0
T10-000632748,T10-000632748,released,15.0
T20-000964386,T20-000964386,released,15.0
T20-000964411,T20-000964411,released,15.0
T10-000632755,T10-000632755,released,15.0
T10-000632755,T10-000632755,released,15.0
T10-000632755,T10-000632755,released,15.0
T10-000632755,T10-000632755,released,15.0
T10-000632755,T10-000632755,released,15.0
T20-000964410,T20-000964410,released,15.0
T10-000632756,T10-000632756,released,15.0
T10-000632756,T10-000632756,released,15.0
T10-000632756,T10-000632756,released,15.0
T10-000632756,T10-000632756,released,15.0
T10-000632756,T10-000632756,released,15.0
T20-000964409,T20-000964409,released,15.0
T20-000964408,T20-000964408,released,15.0
T10-000632754,T10-000632754,released,15.0
T10-000632754,T10-000632754,released,15.0
T20-000964392,T20-000964392,released,15.0
T10-000632753,T10-000632753,released,15.0
T10-000632753,T10-000632753,released,15.0
T10-000632753,T10-000632753,released,15.0
T10-000632753,T10-000632753,released,15.0
T10-000632753,T10-000632753,released,15.0
T10-000632753,T10-000632753,released,15.0
T10-000632753,T10-000632753,released,15.0
T10-000632753,T10-000632753,released,15.0
T10-000632753,T10-000632753,released,15.0
T20-000964391,T20-000964391,released,15.0
T10-000632761,T10-000632761,released,15.0
T10-000632761,T10-000632761,released,15.0
T10-000632761,T10-000632761,released,15.0
T10-000632761,T10-000632761,released,15.0
T10-000632761,T10-000632761,released,15.0
T20-000964407,T20-000964407,released,15.0
T10-000632771,T10-000632771,released,5.0
T10-000632771,T10-000632771,released,5.0
T10-000632762,T10-000632762,released,15.0
T20-000964412,T20-000964412,released,15.0
T20-000964416,T20-000964416,released,15.0
T20-000964417,T20-000964417,released,15.0
T10-000632759,T10-000632759,released,15.0
T10-000632759,T10-000632759,released,15.0
T10-000632759,T10-000632759,released,15.0
T20-000964418,T20-000964418,released,15.0
T10-000632760,T10-000632760,released,15.0
T10-000632760,T10-000632760,released,15.0
T10-000632760,T10-000632760,released,15.0
T10-000632763,T10-000632763,released,15.0
T10-000632764,T10-000632764,released,15.0
T10-000632765,T10-000632765,released,5.0
T10-000632766,T10-000632766,released,5.0
T23-000029419,T23-000029419,released,15.0
T20-000964413,T20-000964413,released,15.0
T10-000632757,T10-000632757,released,15.0
T10-000632757,T10-000632757,released,15.0
T10-000632757,T10-000632757,released,15.0
T10-000632757,T10-000632757,released,15.0
T10-000632757,T10-000632757,released,15.0
T10-000632757,T10-000632757,released,15.0
T10-000632757,T10-000632757,released,15.0
T10-000632757,T10-000632757,released,15.0
T10-000632757,T10-000632757,released,15.0
T10-000632757,T10-000632757,released,15.0
T10-000632757,T10-000632757,released,15.0
T10-000632757,T10-000632757,released,15.0
T10-000632757,T10-000632757,released,15.0
T10-000632757,T10-000632757,released,15.0
T10-000632757,T10-000632757,released,15.0
T20-000964396,T20-000964396,released,30.0
T20-000964415,T20-000964415,released,15.0
T20-000964430,T20-000964430,released,30.0
T20-000964431,T20-000964431,released,30.0
T10-000632771,T10-000632771,released,5.0
T10-000632771,T10-000632771,released,5.0
T10-000632771,T10-000632771,released,5.0
T10-000632771,T10-000632771,released,5.0
T10-000632771,T10-000632771,released,5.0
T10-000632769,T10-000632769,released,5.0
T20-000964419,T20-000964419,released,5.0
T20-000964420,T20-000964420,released,5.0
T20-000964421,T20-000964421,released,5.0
T20-000964432,T20-000964432,released,15.0
T20-000964433,T20-000964433,released,15.0
T20-000964434,T20-000964434,released,15.0
T20-000964435,T20-000964435,released,15.0
T20-000964429,T20-000964429,released,12.0
T20-000964428,T20-000964428,released,10.0
T20-000964425,T20-000964425,released,10.0
T10-000632772,T10-000632772,released,10.0
T10-000632772,T10-000632772,released,10.0
T10-000632767,T10-000632767,released,10.0
T10-000632768,T10-000632768,released,10.0
T10-000632772,T10-000632772,released,10.0
T10-000632772,T10-000632772,released,10.0
T10-000632772,T10-000632772,released,10.0
T10-000632772,T10-000632772,released,10.0
T10-000632772,T10-000632772,released,10.0
T10-000632770,T10-000632770,released,10.0
T20-000964426,T20-000964426,released,11.0
T20-000964427,T20-000964427,released,10.0
T20-000964436,T20-000964436,released,10.0
T10-000632829,T10-000632829,released,15.0
T20-000964498,T20-000964498,released,200.0
T10-000632830,T10-000632830,released,10.0
T10-000632826,T10-000632826,released,25.0
T10-000632827,T10-000632827,released,25.0
T10-000632828,T10-000632828,released,25.0
T10-000632815,T10-000632815,released,10.0
T10-000632815,T10-000632815,released,10.0
T10-000632815,T10-000632815,released,10.0
T10-000632815,T10-000632815,released,10.0
T10-000632809,T10-000632809,released,20.0
T10-000632809,T10-000632809,released,20.0
T10-000632809,T10-000632809,released,20.0
T10-000632809,T10-000632809,released,20.0
T10-000632809,T10-000632809,released,20.0
T20-000964462,T20-000964462,released,5.0
T10-000632782,T10-000632782,released,20.0
T10-000632782,T10-000632782,released,20.0
T10-000632782,T10-000632782,released,20.0
T10-000632782,T10-000632782,released,20.0
T20-000964446,T20-000964446,completed,20.0
T10-000632781,T10-000632781,released,5.0
T10-000632781,T10-000632781,released,5.0
T10-000632781,T10-000632781,released,5.0
T10-000632781,T10-000632781,released,5.0
T10-000632781,T10-000632781,released,5.0
T10-000632781,T10-000632781,released,5.0
T10-000632781,T10-000632781,released,5.0
T20-000964445,T20-000964445,released,5.0
T10-000632777,T10-000632777,released,5.0
T10-000632777,T10-000632777,released,5.0
T10-000632777,T10-000632777,released,5.0
T10-000632777,T10-000632777,released,5.0
T10-000632777,T10-000632777,released,5.0
T10-000632777,T10-000632777,released,5.0
T10-000632777,T10-000632777,released,5.0
T10-000632777,T10-000632777,released,5.0
T10-000632777,T10-000632777,released,5.0
T10-000632777,T10-000632777,released,5.0
T20-000964441,T20-000964441,completed,5.0
T10-000632776,T10-000632776,released,5.0
T10-000632776,T10-000632776,released,5.0
T10-000632776,T10-000632776,released,5.0
T10-000632776,T10-000632776,released,5.0
T10-000632776,T10-000632776,released,5.0
T10-000632776,T10-000632776,released,5.0
T10-000632776,T10-000632776,released,5.0
T10-000632776,T10-000632776,released,5.0
T10-000632776,T10-000632776,released,5.0
T10-000632776,T10-000632776,released,5.0
T20-000964440,T20-000964440,completed,5.0
T10-000632775,T10-000632775,released,5.0
T10-000632775,T10-000632775,released,5.0
T10-000632775,T10-000632775,released,5.0
T10-000632775,T10-000632775,released,5.0
T10-000632775,T10-000632775,released,5.0
T10-000632775,T10-000632775,released,5.0
T10-000632775,T10-000632775,released,5.0
T10-000632775,T10-000632775,released,5.0
T20-000964439,T20-000964439,completed,5.0
T10-000632774,T10-000632774,released,5.0
T10-000632774,T10-000632774,released,5.0
T10-000632774,T10-000632774,released,5.0
T10-000632774,T10-000632774,released,5.0
T10-000632774,T10-000632774,released,5.0
T10-000632774,T10-000632774,released,5.0
T10-000632774,T10-000632774,released,5.0
T10-000632774,T10-000632774,released,5.0
T20-000964438,T20-000964438,completed,5.0
T10-000632773,T10-000632773,released,10.0
T10-000632773,T10-000632773,released,10.0
T10-000632773,T10-000632773,released,10.0
T10-000632773,T10-000632773,released,10.0
T20-000964437,T20-000964437,completed,10.0
T20-000964466,T20-000964466,released,5.0
T20-000964461,T20-000964461,released,5.0
T10-000632799,T10-000632799,released,5.0
T10-000632799,T10-000632799,released,5.0
T10-000632799,T10-000632799,released,5.0
T10-000632799,T10-000632799,released,5.0
T10-000632799,T10-000632799,released,5.0
T10-000632799,T10-000632799,released,5.0
T10-000632798,T10-000632798,released,5.0
T10-000632798,T10-000632798,released,5.0
T10-000632798,T10-000632798,released,5.0
T10-000632798,T10-000632798,released,5.0
T10-000632798,T10-000632798,released,5.0
T10-000632798,T10-000632798,released,5.0
T10-000632780,T10-000632780,released,10.0
T10-000632780,T10-000632780,released,10.0
T10-000632780,T10-000632780,released,10.0
T10-000632780,T10-000632780,released,10.0
T10-000632780,T10-000632780,released,10.0
T10-000632780,T10-000632780,released,10.0
T20-000964444,T20-000964444,released,10.0
T10-000632779,T10-000632779,released,10.0
T10-000632779,T10-000632779,released,10.0
T10-000632779,T10-000632779,released,10.0
T20-000964443,T20-000964443,released,5.0
T10-000632778,T10-000632778,released,10.0
T10-000632778,T10-000632778,released,10.0
T20-000964442,T20-000964442,released,10.0
T10-000632818,T10-000632818,released,5.0
T10-000632816,T10-000632816,released,5.0
T20-000964469,T20-000964469,released,5.0
T10-000632817,T10-000632817,released,5.0
T20-000964470,T20-000964470,released,5.0
T20-000964468,T20-000964468,released,5.0
T20-000964471,T20-000964471,released,5.0
T10-000632797,T10-000632797,released,5.0
T10-000632797,T10-000632797,released,5.0
T10-000632797,T10-000632797,released,5.0
T10-000632797,T10-000632797,released,5.0
T10-000632797,T10-000632797,released,5.0
T10-000632797,T10-000632797,released,5.0
T10-000632797,T10-000632797,released,5.0
T10-000632797,T10-000632797,released,5.0
T10-000632797,T10-000632797,released,5.0
T10-000632797,T10-000632797,released,5.0
T10-000632797,T10-000632797,released,5.0
T10-000632797,T10-000632797,released,5.0
T10-000632797,T10-000632797,released,5.0
T10-000632797,T10-000632797,released,5.0
T10-000632797,T10-000632797,released,5.0
T10-000632821,T10-000632821,released,5.0
T20-000964483,T20-000964483,released,20.0
T20-000964489,T20-000964489,released,10.0
T20-000964490,T20-000964490,released,5.0
T20-000964491,T20-000964491,released,5.0
T20-000964492,T20-000964492,released,10.0
T10-000632823,T10-000632823,released,5.0
T10-000632824,T10-000632824,released,5.0
T23-000029420,T23-000029420,released,5.0
T23-000029421,T23-000029421,released,5.0
T20-000964450,T20-000964450,completed,5.0
T20-000964449,T20-000964449,completed,5.0
T20-000964465,T20-000964465,completed,5.0
T20-000964458,T20-000964458,completed,4.0
T20-000964456,T20-000964456,completed,4.0
T20-000964455,T20-000964455,completed,8.0
T20-000964454,T20-000964454,completed,4.0
T20-000964453,T20-000964453,completed,4.0
T20-000964452,T20-000964452,completed,8.0
T10-000632796,T10-000632796,released,5.0
T10-000632796,T10-000632796,completed,5.0
T10-000632796,T10-000632796,completed,5.0
T10-000632796,T10-000632796,completed,5.0
T20-000964460,T20-000964460,completed,5.0
T20-000964478,T20-000964478,completed,5.0
T10-000632805,T10-000632805,completed,5.0
T10-000632805,T10-000632805,completed,5.0
T10-000632805,T10-000632805,completed,5.0
T10-000632805,T10-000632805,completed,5.0
T10-000632805,T10-000632805,completed,5.0
T10-000632805,T10-000632805,completed,5.0
T10-000632805,T10-000632805,completed,5.0
T10-000632783,T10-000632783,released,5.0
T10-000632783,T10-000632783,completed,5.0
T10-000632783,T10-000632783,completed,5.0
T20-000964477,T20-000964477,completed,5.0
T10-000632804,T10-000632804,completed,5.0
T10-000632804,T10-000632804,completed,5.0
T10-000632804,T10-000632804,completed,5.0
T10-000632804,T10-000632804,completed,5.0
T10-000632804,T10-000632804,completed,5.0
T10-000632804,T10-000632804,completed,5.0
T10-000632804,T10-000632804,completed,5.0
T10-000632784,T10-000632784,released,5.0
T10-000632784,T10-000632784,completed,5.0
T10-000632784,T10-000632784,completed,5.0
T20-000964464,T20-000964464,completed,4.0
T20-000964448,T20-000964448,completed,4.0
T20-000964463,T20-000964463,completed,4.0
T20-000964447,T20-000964447,completed,4.0
T10-000632825,T10-000632825,released,5.0
T20-000964494,T20-000964494,released,5.0
T20-000964467,T20-000964467,released,5.0
T20-000964493,T20-000964493,released,5.0
T10-000632806,T10-000632806,completed,5.0
T10-000632806,T10-000632806,completed,5.0
T10-000632806,T10-000632806,completed,5.0
T10-000632806,T10-000632806,completed,5.0
T10-000632806,T10-000632806,completed,5.0
T10-000632806,T10-000632806,completed,5.0
T10-000632786,T10-000632786,released,5.0
T10-000632786,T10-000632786,completed,5.0
T10-000632786,T10-000632786,completed,5.0
T10-000632786,T10-000632786,completed,5.0
T10-000632786,T10-000632786,completed,5.0
T10-000632786,T10-000632786,completed,5.0
T10-000632785,T10-000632785,released,5.0
T10-000632785,T10-000632785,completed,5.0
T20-000964488,T20-000964488,released,5.0
T10-000632813,T10-000632813,released,5.0
T10-000632813,T10-000632813,released,5.0
T10-000632813,T10-000632813,released,5.0
T10-000632813,T10-000632813,released,5.0
T10-000632813,T10-000632813,released,5.0
T20-000964487,T20-000964487,released,5.0
T10-000632814,T10-000632814,released,5.0
T10-000632814,T10-000632814,released,5.0
T10-000632814,T10-000632814,released,5.0
T10-000632814,T10-000632814,released,5.0
T20-000964486,T20-000964486,released,4.0
T10-000632812,T10-000632812,released,4.0
T10-000632812,T10-000632812,released,4.0
T10-000632812,T10-000632812,released,4.0
T10-000632812,T10-000632812,released,4.0
T10-000632812,T10-000632812,released,4.0
T10-000632812,T10-000632812,released,4.0
T10-000632794,T10-000632794,released,4.0
T10-000632794,T10-000632794,completed,4.0
T10-000632794,T10-000632794,completed,4.0
T10-000632794,T10-000632794,completed,4.0
T10-000632792,T10-000632792,released,4.0
T10-000632792,T10-000632792,completed,4.0
T10-000632792,T10-000632792,in_progress,4.0
T10-000632792,T10-000632792,released,4.0
T10-000632792,T10-000632792,released,4.0
T10-000632792,T10-000632792,released,4.0
T10-000632792,T10-000632792,released,4.0
T10-000632792,T10-000632792,released,4.0
T10-000632792,T10-000632792,released,4.0
T10-000632791,T10-000632791,released,8.0
T10-000632791,T10-000632791,completed,8.0
T10-000632791,T10-000632791,completed,8.0
T10-000632790,T10-000632790,released,4.0
T10-000632790,T10-000632790,completed,4.0
T10-000632789,T10-000632789,released,4.0
T10-000632789,T10-000632789,completed,4.0
T10-000632788,T10-000632788,released,8.0
T10-000632788,T10-000632788,completed,8.0
T10-000632788,T10-000632788,completed,8.0
T20-000964485,T20-000964485,released,5.0
T10-000632811,T10-000632811,released,5.0
T10-000632811,T10-000632811,released,5.0
T10-000632811,T10-000632811,released,5.0
T10-000632811,T10-000632811,released,5.0
T20-000964484,T20-000964484,released,5.0
T10-000632810,T10-000632810,released,5.0
T10-000632810,T10-000632810,released,5.0
T10-000632810,T10-000632810,released,5.0
T10-000632810,T10-000632810,released,5.0
T10-000632793,T10-000632793,released,20.0
T10-000632793,T10-000632793,released,20.0
T10-000632793,T10-000632793,released,20.0
T10-000632793,T10-000632793,released,20.0
T20-000964457,T20-000964457,released,20.0
T10-000632787,T10-000632787,released,10.0
T10-000632787,T10-000632787,released,10.0
T10-000632787,T10-000632787,released,10.0
T10-000632787,T10-000632787,released,10.0
T10-000632787,T10-000632787,released,10.0
T20-000964451,T20-000964451,released,10.0
T20-000964481,T20-000964481,released,5.0
T10-000632807,T10-000632807,released,5.0
T10-000632807,T10-000632807,released,5.0
T10-000632807,T10-000632807,released,5.0
T10-000632820,T10-000632820,released,5.0
T20-000964482,T20-000964482,released,5.0
T10-000632808,T10-000632808,completed,5.0
T10-000632808,T10-000632808,completed,5.0
T10-000632808,T10-000632808,completed,5.0
T10-000632808,T10-000632808,completed,5.0
T10-000632819,T10-000632819,released,5.0
T20-000964480,T20-000964480,released,5.0
T20-000964479,T20-000964479,released,5.0
T20-000964476,T20-000964476,released,5.0
T10-000632803,T10-000632803,released,5.0
T10-000632803,T10-000632803,released,5.0
T10-000632803,T10-000632803,released,5.0
T10-000632803,T10-000632803,released,5.0
T10-000632803,T10-000632803,released,5.0
T10-000632803,T10-000632803,released,5.0
T20-000964475,T20-000964475,released,5.0
T10-000632802,T10-000632802,released,5.0
T10-000632802,T10-000632802,released,5.0
T10-000632802,T10-000632802,released,5.0
T10-000632802,T10-000632802,released,5.0
T10-000632802,T10-000632802,released,5.0
T10-000632802,T10-000632802,released,5.0
T10-000632795,T10-000632795,released,10.0
T10-000632795,T10-000632795,released,10.0
T10-000632795,T10-000632795,released,10.0
T20-000964459,T20-000964459,completed,10.0
T20-000964474,T20-000964474,released,5.0
T10-000632801,T10-000632801,released,5.0
T10-000632801,T10-000632801,released,5.0
T10-000632801,T10-000632801,released,5.0
T10-000632801,T10-000632801,released,5.0
T10-000632801,T10-000632801,released,5.0
T20-000964473,T20-000964473,released,5.0
T10-000632800,T10-000632800,released,5.0
T10-000632800,T10-000632800,released,5.0
T10-000632800,T10-000632800,released,5.0
T10-000632800,T10-000632800,released,5.0
T10-000632800,T10-000632800,released,5.0
T10-000632800,T10-000632800,released,5.0
T20-000964472,T20-000964472,released,8.0
T10-000632822,T10-000632822,released,5.0
T10-000632822,T10-000632822,released,5.0
T10-000632822,T10-000632822,released,5.0
T10-000632822,T10-000632822,released,5.0
T10-000632822,T10-000632822,released,5.0
T10-000632822,T10-000632822,released,5.0
T20-000964307,T20-000964307,released,10.0
T20-000964306,T20-000964306,released,10.0
T20-000964305,T20-000964305,released,10.0
T20-000964310,T20-000964310,released,100.0
T20-000964308,T20-000964308,released,10.0
T10-000632702,T10-000632702,released,10.0
T10-000632702,T10-000632702,released,10.0
T10-000632700,T10-000632700,released,10.0
T10-000632701,T10-000632701,released,10.0
T20-000964309,T20-000964309,released,10.0
T20-000964311,T20-000964311,released,10.0
T10-000632698,T10-000632698,released,10.0
T10-000632698,T10-000632698,released,10.0
T10-000632698,T10-000632698,released,10.0
T20-000964312,T20-000964312,released,10.0
T10-000632699,T10-000632699,released,10.0
T10-000632699,T10-000632699,released,10.0
T10-000632699,T10-000632699,released,10.0
T10-000632699,T10-000632699,released,10.0
T10-000632699,T10-000632699,released,10.0
T10-000632702,T10-000632702,released,10.0
T10-000632702,T10-000632702,released,10.0
T10-000632702,T10-000632702,released,10.0
T10-000632702,T10-000632702,released,10.0
T10-000632702,T10-000632702,released,10.0
T20-000964316,T20-000964316,released,10.0
T20-000964315,T20-000964315,released,10.0
T20-000964314,T20-000964314,released,10.0
T20-000964313,T20-000964313,released,10.0
T10-000632709,T10-000632709,released,10.0
T10-000632709,T10-000632709,released,10.0
T10-000632705,T10-000632705,released,10.0
T10-000632706,T10-000632706,released,10.0
T10-000632707,T10-000632707,released,10.0
T10-000632708,T10-000632708,released,10.0
T20-000964317,T20-000964317,released,10.0
T20-000964318,T20-000964318,released,11.0
T20-000964319,T20-000964319,released,10.0
T20-000964320,T20-000964320,released,10.0
T10-000632703,T10-000632703,released,10.0
T10-000632703,T10-000632703,released,10.0
T10-000632703,T10-000632703,released,10.0
T20-000964321,T20-000964321,released,10.0
T10-000632704,T10-000632704,released,10.0
T10-000632704,T10-000632704,released,10.0
T10-000632704,T10-000632704,released,10.0
T10-000632704,T10-000632704,released,10.0
T10-000632704,T10-000632704,released,10.0
T20-000964322,T20-000964322,released,10.0
T10-000632709,T10-000632709,released,10.0
T10-000632709,T10-000632709,released,10.0
T10-000632709,T10-000632709,released,10.0
T10-000632709,T10-000632709,released,10.0
T10-000632709,T10-000632709,released,10.0
T20-000965091,T20-000965091,released,14.0
T20-000965099,T20-000965099,released,14.0
T10-000633108,T10-000633108,released,14.0
T10-000633108,T10-000633108,released,14.0
T10-000633108,T10-000633108,released,14.0
T10-000633108,T10-000633108,released,14.0
T10-000633108,T10-000633108,released,14.0
T10-000633108,T10-000633108,released,14.0
T10-000633108,T10-000633108,released,14.0
T10-000633108,T10-000633108,released,14.0
T10-000633108,T10-000633108,released,14.0
T20-000965086,T20-000965086,completed,14.0
T20-000965098,T20-000965098,released,14.0
T20-000965092,T20-000965092,released,14.0
T10-000633115,T10-000633115,released,14.0
T10-000633115,T10-000633115,released,14.0
T10-000633115,T10-000633115,released,14.0
T10-000633115,T10-000633115,released,14.0
T10-000633115,T10-000633115,released,14.0
T10-000633115,T10-000633115,released,14.0
T10-000633115,T10-000633115,released,14.0
T10-000633115,T10-000633115,released,14.0
T10-000633107,T10-000633107,released,14.0
T10-000633107,T10-000633107,released,14.0
T20-000965084,T20-000965084,released,14.0
T10-000633106,T10-000633106,released,28.0
T10-000633106,T10-000633106,released,28.0
T10-000633106,T10-000633106,released,28.0
T20-000965083,T20-000965083,released,28.0
T10-000633105,T10-000633105,released,28.0
T10-000633105,T10-000633105,released,28.0
T10-000633105,T10-000633105,released,28.0
T20-000965082,T20-000965082,released,28.0
T10-000633104,T10-000633104,released,28.0
T10-000633104,T10-000633104,released,28.0
T10-000633104,T10-000633104,released,28.0
T10-000633104,T10-000633104,released,28.0
T20-000965081,T20-000965081,released,28.0
T20-000965108,T20-000965108,released,14.0
T20-000965094,T20-000965094,released,14.0
T20-000965096,T20-000965096,released,28.0
T20-000965080,T20-000965080,completed,3.0
T20-000965095,T20-000965095,released,28.0
T20-000965079,T20-000965079,completed,3.0
T20-000965093,T20-000965093,released,14.0
T20-000965097,T20-000965097,released,28.0
T20-000965085,T20-000965085,completed,28.0
T20-000965114,T20-000965114,released,14.0
T20-000965100,T20-000965100,released,14.0
T20-000965115,T20-000965115,released,14.0
T10-000633113,T10-000633113,released,14.0
T10-000633113,T10-000633113,released,14.0
T10-000633113,T10-000633113,released,14.0
T10-000633113,T10-000633113,released,14.0
T10-000633113,T10-000633113,released,14.0
T20-000965116,T20-000965116,released,14.0
T10-000633114,T10-000633114,released,14.0
T10-000633114,T10-000633114,released,14.0
T10-000633114,T10-000633114,released,14.0
T10-000633114,T10-000633114,released,14.0
T10-000633114,T10-000633114,released,14.0
T20-000965120,T20-000965120,released,14.0
T20-000965104,T20-000965104,released,14.0
T20-000965122,T20-000965122,released,14.0
T20-000965106,T20-000965106,released,14.0
T20-000965123,T20-000965123,released,14.0
T20-000965107,T20-000965107,released,14.0
T10-000633118,T10-000633118,released,14.0
T20-000965124,T20-000965124,released,14.0
T20-000965125,T20-000965125,released,14.0
T10-000633125,T10-000633125,released,14.0
T23-000029430,T23-000029430,released,14.0
T10-000633119,T10-000633119,released,14.0
T20-000965127,T20-000965127,released,14.0
T20-000965128,T20-000965128,released,14.0
T20-000965129,T20-000965129,released,14.0
T10-000633128,T10-000633128,released,14.0
T10-000633120,T10-000633120,released,14.0
T20-000965126,T20-000965126,released,14.0
T10-000633126,T10-000633126,released,14.0
T20-000965136,T20-000965136,released,14.0
T10-000633117,T10-000633117,released,14.0
T10-000633117,T10-000633117,released,14.0
T10-000633117,T10-000633117,released,14.0
T10-000633127,T10-000633127,released,14.0
T20-000965121,T20-000965121,released,14.0
T20-000965105,T20-000965105,released,14.0
T20-000965130,T20-000965130,released,16.0
T20-000965133,T20-000965133,released,14.0
T20-000965110,T20-000965110,released,14.0
T20-000965134,T20-000965134,released,14.0
T20-000965111,T20-000965111,released,14.0
T20-000965135,T20-000965135,released,14.0
T10-000633116,T10-000633116,released,14.0
T10-000633116,T10-000633116,released,14.0
T10-000633116,T10-000633116,released,14.0
T20-000965131,T20-000965131,released,15.0
T20-000965138,T20-000965138,released,14.0
T20-000965113,T20-000965113,released,14.0
T10-000633112,T10-000633112,released,28.0
T10-000633112,T10-000633112,released,28.0
T10-000633112,T10-000633112,released,28.0
T10-000633112,T10-000633112,released,28.0
T10-000633112,T10-000633112,released,28.0
T10-000633112,T10-000633112,released,28.0
T10-000633112,T10-000633112,released,28.0
T10-000633112,T10-000633112,released,28.0
T10-000633112,T10-000633112,released,28.0
T20-000965090,T20-000965090,released,28.0
T20-000965117,T20-000965117,released,14.0
T20-000965101,T20-000965101,released,14.0
T20-000965118,T20-000965118,released,14.0
T20-000965102,T20-000965102,released,14.0
T10-000633100,T10-000633100,released,56.0
T10-000633100,T10-000633100,released,56.0
T10-000633100,T10-000633100,released,56.0
